iid,source,ems,score,target
3SX4X51T8099WGHP1AZ4WYBOM8WOAW,"Hello everyone, I feel like my baggage is too heavy to carry into a relationship, but i am lonely and I don't want to feel lonely forever.  I have a history of sexual trauma and domestic violence. I have anxiety PTSD and episodes of depression.  I had avoided anything that remotely like a relationship for nearly 6 years until the start of last year, I was as open as I could be about my history and trauma, but i don't think i went about any of this in the ""right"" way. I feel at times I dumped it on him. I also feel at times that rather than expressing my needs I focused of trying to ""prove"" to him and reassure him that I was okay when I wasn't. Because I didn't want him to feel he was walking on glass. But my trauma would come out in other ways. And I learnt alot of things about myself that i really don't like. I am not always kind. I had feelings for this man that were greater than any feelings I had ever ever had. And I think that it somehow brought out the worst in me. I don't think he ever ever got to see my best side. I knew I was messed up. But I don't think I knew just how ""broken"" I was untill I really really liked someone. Obviously it didn't work out. And it has left me feeling guilty for having inflicted myself and my garbage onto him.  I would like one day to have a healthy caring relationship one day. But I don't think I can be my best self. I feel like I'm too hard. All the other single people I know of my age group internet date. It seems now days to be the culture that if something gets hard, you go online and find someone else....  I just don't see anything in me that will ever be able to outweigh the challanges. and i am so mad at myself because I have been so independant for so long..... and I was determin to just be content with being single. It took me so much to open up to the possibility of things being any different and now I just feel silly that I ever did. And lonely. I just feel so lonely",8.  ENMESHMENT  /  UNDEVELOPED SELF   (EM),7,True
3S4TINXCC0NEFQMH7OZ0R9VU4QHOBR,"I have depression. I actually take antidepressants. I am 15, and my mom doesn’t understand how bad it is. If I tell her, she may say it’s an excuse to get out of doing homework. I have bad grades, and I have a feeling my relapse and depression has something to do with it. I recently got off the phone with my therapist, and I hope that’ll make a change. But right now, I feel distraught, hopeless, and alone. I know I’m not alone, but that doesn’t necessarily help this feeling.     Also have a sister who is medically fragile.  And I want her to be OK, but it’s just super hard right now dealing with my stuff.    I just want this to be over. It’s just so painful. Depression hurts.",8.  ENMESHMENT  /  UNDEVELOPED SELF   (EM),5,True
3XU80RHWHZGQQYRQ9PA45XJJD7044R,"<p>I&#39;m a teen who&#39;s been struggling with depression for a while now, and I&#39;ve noticed some things over the years that I just don&#39;t understand. Why am I so hypersensitive but only towards my father? It&#39;s like his words are bullets, and whenever he&#39;s in another room and I know he&#39;s talking about me, I eavesdrop knowing full well that it&#39;ll hurt me deeply. And it does. It always does. I know that he doesn&#39;t mean the things he says but they hurt so much. Why?</p>",8.  ENMESHMENT  /  UNDEVELOPED SELF   (EM),6,True
3QO7EE372ONH02ZXM1R4GEQUJRZBQM,"I'm 16 and I'm so unhappy, I have ocd, depression and anxiety, I feel that life is way too long and I am sick to death of feeling suicidal, I told myself that if my depression doesn't go in half a year im going to kill myself, I don't see the point anymore, my life is just going downhill anyway, no ones helping me, even though they try, I know that I'll be happier on the other side, I can't wait till im old so I'll die soon, what did I do to deserve to feel this way? And I know that depression can be genetic, so I freak out about being older and having kids and my kids feeling the way I do now. My mum is my bestfriend, she thinks that I don't want to die anymore, she doesn't worry about me anymore but I'm so close to committing suicide but I just can't be bothered, I really can't explain how I feel, I feel dead inside, I wish I was dead but I don't know how to kill myself, I've been to hospital many times for taking overdoses and I've tried strangling, drowning and cutting myself, but nothing works?! Or maybe im just not trying hard enough:'(",8.  ENMESHMENT  /  UNDEVELOPED SELF   (EM),5,True
3V8JSVE8YYQOG723N2AOU8ZHLXTEYS,"Hi, I’m new here. I’m finding most things outside my home really stressful atm. I struggle daily with the effects of childhood abuse & dealing with family that have stood by my abuser to this day. There are not enough words to describe how bad that has made me feel.  I struggle with my weight, I tend to eat to mask my feelings & to also help me to feel safe. I don’t really talk about my past with anyone, but I am becoming more introverted & anxious as time goes on. I’ve tried counselling but I can no longer afford it. I’d love to be happy, I’m just stuck in a rut & have been for a very long time.",8.  ENMESHMENT  /  UNDEVELOPED SELF   (EM),5,True
3PKJ68EHDNWA5SY6R3HR5OH609CJHJ,"Hi everyone I’m in my early 20s and I have been dating a girl who is 2 years younger then me we have been together for 1 and a half years and she is my first ever girlfriend, we love each other so much but we also do argue a lot most of the time over immature stuff and sometimes bigger stuff but very rairly. We have had a lot of trust issues along the way nothing got to do with cheating mostly hiding things from each other for example I don’t like my partner smoking marijuana but she tends to do a lot more behind my back with her friends that I always end up finding out which then cause big arguements which then sometimes leads into get abit physical from both sides, I’m not gonna sit hear and lie, anyway long story short over how whole relationship we started to notice my anger getting out of control and I feel Like the reason is because she aggravates me and pushes me to get to those stages, I tell her to stop and be quiet multiple times cause I feel like my anger is gonna take over but then she continues till it does take over, now it’s got to the stage where she has told her mother and sister about the abusive relationship we have, her mum has made it clear not to contact her ever again, but because we love each other we still do contact and we want this to work but I need help with my short temper and anger, I just don’t know how to get it? I need someone who has been through this or knows how to help me to guide me through this, I also want to know how I can get back in the good books of her family because they really did love me, and I loved them like my own family. Where can I get help? thanks so much for reading and i really hope someone can help me",8.  ENMESHMENT  /  UNDEVELOPED SELF   (EM),5,True
351S7I5UG9W2FOKHU1C4A8E2MLLJNS,"<p>someone please help me, im just a teen and in need of help with my thoughts and decisions. sometimes i feel like im going crazy thoughts of murdering but no no i am afraid of the devil very religious i just have thoughts. well the problem is, is my step dad. ok first of all it was a my bday and he sent me a really heart warming post on fb but then today he became a b***h. but before that hearts warming post he has been a b***h. i remember elementary and middle i would get hit almost every morning getting yelled at everyday, but ever since i went to 6th i started cutting myself. 7th became more worse that when i actually felt depression rising up i wouldnt talk to anyone wouldnt hang out, always looking at the ground never making eye contact, i wasnt myself i am very social and very clingy. those 2 years he would always hit me, but ever since this librarian saw me not feeling well she asked me are you okay and obviously when everyone asks that 99.9 of people would just start crying. and i was one of those. but the reason why was bc in the morning he pinches my ass very tiny pinches but really hard that the skin sheds and you have what is known a bruise, i remembered i use to have a lot of those. but anyways she called her friend people who take children bc of bitchy ass parents but im my case she saw how i was and had many cases like them. she realized right away that i was the one at fault and how disrespectful i was when she was talking to me, my legs were folded, curled up as a ball to be precise. but my point was i wasnt taken and that ever since that lady came in that b***h stopped pinching me and lessened his hits, but then what came worse... my life is starting to tear apart... about a year now, he&#39;s been controlling my life he&#39;s been restricting it to the point where i have no freedom bc all i do is just stay on my phone and also bc he doesnt trust me. but to here his side of the story to make all my friends turn around and hate me is something else... so i&#39;ll just explain the original story. OK first of all hi im the eldest and and i have 2 siblings. ok so first of all im very disrespectful but like isnt it normal for all kids and 2nd of all i really answer back either bc i defend myself or im just being a knuckle ball, and mostly i do not take answering back as a joke i always try to defend myself, but b***h ass always seems to say if, wow and youre still answering back i will hit you. im sorry that wasnt really accurate its just really hard to translate my language to english. SO the main reason is rn because today,&#160; earlier this morning my mom told him that something about me complaining thats why my mom has another kid meaning she is pregnant but she was on the phone while telling him she was on speaker btw. but anyways i had to fix their clothes thats basically 5&#160; ppl including myself and y&#39;know it will add another just great, and ik it was very offensive bc every child is a gift of god and i admit i am sorry. so he really got mad at me, he started yelling and he threw my comb at me which f*****g hurts, i ended up getting bruise on my finger and it also hit my head. and started spouting some nonsense s**t that im not going to school today and that if i wanted to leave then leave. and when we went to the care he started going on with his big fat mouth of his saying that if i want to go to my real dad he&#39;ll even help me and that when i will have my bday party on the 18th not my actually birth date... he&#39;ll embarrass me and said he&#39;ll tell my friends that i will invite about how im an a*****e and how i to them, and asked you think if i told them about you they&#39;ll still like you ? and i obviously had answer correctly or else... and so i said no. so then all that s**t ended i went home and he was all kind again, went to work cause he had a call and i had to take care of 2 kids below the age of 5 and did some s**t and again i wasnt done with the clothes. but to get straight to the point. ok he has this app which can basically enable my freedom and disable it on my phone its called &#39;&#39;our pact&#39;&#39; and its like living in hell. but anyways there&#39;s a schedule and it opens between six pm and so on, and so i have my insta. my friend from sophomore added me and so i did but before that i posted something its just my piano songs and stuff and he replied damn with that perfect hand sign. and said oh i have more vid and its way better than this one, and he stopped texting me then while my parents were eating me too my phone went on and so did his cause every damn social media account i have is F*****G connected to his phone and so he checked and he got mad and said so this is the reason why you didnt get your work done, ive granted it and youve abused it. and i checked my phone who the hell it was and looked down at my phone for the F*****G first time and saw it was my friend the Sophomore and read what he sent and b***h ass saw me looking down and got so mad he blew and said let go off that phone and give it to me and he threw my phone on THE F*****G floor. my mom saw everything she just doesnt know the F*****G truth and when she came back b***h ass over there told her why tf he got mad, and f*****g lied. causing my mom to not f*****g give a damn s**t about me. okay this what that b***h said, i saw it because its connected to my phone and she asked whyd you get mad cause she was texting while we were eating, so while everyone didnt have their phone she was texting (mom). oh i see ok (mom) and i said to myself wow i just looked to see who tf texted me and what they said i texted him when you werent even here yet. obviously i couldnt say anything coz you already know what might happen. and thats when i just really wanted to die already, i dont really cry when i get hurt cause ive gotten used to the pain but the only time i actually cry is when it is emotionally. like i just started crying when i said to myself that i just wanted my dad.i just want to talk to him.</p><p></p><p>[b]Moderator comment: I have edited this post due to the swearing. These are open forums so as per the T&amp;Cs please do not use offensive language in posts otherwise they may be deleted.[/b]</p>",8.  ENMESHMENT  /  UNDEVELOPED SELF   (EM),6,True
3L1EFR8WWT51LKURA12ED9RQOPNF9M,"<p>I was recently diagnosed with depression and OCD and my dad thinks it’s a joke, he says I should “get a grip” and to get over myself. It’s become harder and harder for me everyday. I can’t afford to see a psychologist but I’m on medication (Prozac). I’m struggling so much. I’m starting to get [b]suicidal[/b] thoughts and I’m getting insecure with my body and wanting to starve myself. Both my parents seem to not care about me, I feel so alone and empty. What should I do?</p>",8.  ENMESHMENT  /  UNDEVELOPED SELF   (EM),6,True
385MDVINFCFS2ITVM23R6RRTFXPWJW,"I have allot of home issues with my mum specifically and have been depressed for maybe two years now. My parents are in denial and ive been extreamly suicidal recently, im scared of myself and what i might do i cant talk to anyone or see anyone for more professional help because im under 18 and my parents wont take me im scared of fading away from everyone and i can feel it happening again. My suicidal thoughts have gotten to the point of asking my siblings to hide things like medication and razzors. Im scared im driving my S.O away I dont know what to do. Can anyone help?",8.  ENMESHMENT  /  UNDEVELOPED SELF   (EM),5,True
3R15W654VDTTDBL9DEGYUHMZVLDQLO,"<p>It is my birthday in 6 days (10th of August). I will be 18 and I am going to London for a few days to see my mum, nana and cousins, so we planned with my other side of the family that we would have a camping weekend at my Aunties house in the countryside a few days before. However they have not been able to cut the grass as the weather has been rubbish so we decided to have my party at my house. By the way I have just got back off holiday so I have jet lag and woke up at 1 pm. So I am stressed because we need to tidy the house, mow the lawn etc. And I don&#39;t have much time, And I have nothing to wear because I got back two days ago and was expecting we would be camping so I only needed casual clothes, now I feel like if I&#39;m celebrating my 18th at my house I need to make an effort. But I &#160;can&#39;t order clothes in one day and I don&#39;t have the motivation to go shopping or tidy up for tomorrow. I know this is a random post but basically I&#39;m just feeling down and I don&#39;t feel any excitement anymore about many things. I don&#39;t feel excited about my birthday, not about buying makeup for it which I usually feel happy about, I&#39;m not even feeling the holiday blues, I&#39;m just sad again. Whilst we were on holiday my dad asked if I would like to celebrate my birthday by having a meal which I didn&#39;t really like the idea of, I&#39;d just prefer us all to have a meal together, so he said he&#39;ll ask me about it again the next day, which he didn&#39;t. Then I felt rubbish and didn&#39;t want to go to the meal, which my dad made me feel bad about because everyone was waiting for me and they had planned it all for me. I need to know if that&#39;s a mean thing to say, because I did tell him I didn&#39;t want to have a meal for my birthday. So we ended up going and I wasn&#39;t really enjoying myself. I went to the bathroom for a while because I couldn&#39;t sit there with my dads girlfriend flirting in front of me, which my dad knows I hate. Then when I came back, my Oreo shake was on the table lol but it had a candle in it so my dad wouldn&#39;t let me eat it so o got annoyed and said I told you I didn&#39;t want a celebration etc. So he gets all angry and says fine just eat it then, so I did. So it wasn&#39;t really a great night. I was thankful for the meal and stuff but I don&#39;t feel bad for not wanting to celebrate my birthday there.&#160;</p><p>Now back to us being at home, how I&#39;m stressed about my family get together. I explain To my dad how I feel about having a party at our house and I&#39;d feel better about us going camping even though we can&#39;t. I appreciate my family are spending money on me, but I didn&#39;t have time to think about why I didn&#39;t want the party after finding out 2 days before we aren&#39;t going camping. I&#39;m not trying to sound ungrateful at the fact that people want to do things for me but like I said, I just don&#39;t feel any form of excitement about my birthday or anything. Im just getting to the point where I want to go to university in September to get away from here because I felt nothing but sadness and most days of the summer holiday I&#39;ve come up to my room and sat on my phone for hours feeling down. I&#39;m saying the word down becaus I don&#39;t know if I&#39;m actually depressed but I needed to write something somewhere. Sometimes I feel happy but most times I&#39;m just upset. So anyway, my dad always has ways of making me feel bad and like things are all my fault. I&#39;m writing this because I want to know if what he does is wrong and mean, or not. So after explaining. That I dont know what to do about my party, he goes on about everyone spending money for me, and how he always does thing s for me which I don&#39;t want to do. Then he gave me the example of the meal on holiday, which I told him I didn&#39;t want to do and he knows it! Things like that really annoy me and I found that hurtful because I didn&#39;t ask him to spend Money for my birthday, we could have all just gone out for a meal together as an end of holiday meal, yet he blames me for not wanting to have a meal. I hope that makes sense. Now when I&#39;ve told him this and how it&#39;s wrong for him to blame everything on me he walks away and says he&#39;s cancelling the party and I had the urge to say that he can&#39;t accept the truth. Becaus I don&#39;t think he can, he never apologises for things he has done wrong and always finds a way to blame things on someone else and I hate it. The thing is though, I know he won&#39;t cancel it, he never does. He says it then doesn&#39;t do it. Now I feel in s few days time I will regret not wanting to have a party and all my family round, but I can&#39;t help the way I feel, and that is sadness and anger and hopelessness. I just don&#39;t think my dad understands this is how I feel, even though I tell him it&#39;s so hard for me to bring myself out of these moods and I can&#39;t just change my emotions to happiness, yet he tells me to walk my dog and get outside whilst I&#39;m here crying in &#160;bed. I just don&#39;t have the motivation for things anymore. I know your 18th birthday is meant to be a big birthday but honestly I don&#39;t care. I&#39;m not a big party person at all, and basically all my other birthdays I&#39;ve had my family around like we are planning to now. But this year I haven&#39;t really been able to get myself out of this rubbish mood. Even on holiday I laid in the hotel bed all day one day, which I don&#39;t normally do because I love being on holiday, I live being in the sun and I think when I get home to the rain and cold that also brings my mood down. Also, I don&#39;t feel as excited having a party that is not on my birth day. But we planned to go to London because my mum will complain that she never gets to see us (my brother and I) on special occasions, which she always does. But I haven&#39;t lived with her for 12 + years, just my dad and brother so I&#39;m used to staying in my comfort zone at home with them. However I&#39;m hoping I&#39;ll enjoy my self in London, even though she doesn&#39;t have any money to do anything...</p><p></p><p></p><p>I know this is a long post, and I just needed somewhere to write something . It is rushed sorry and I hope it makes senSe, I know it sounds like a story in some parts haha. Any advice would be appreciated about anything and what to do about things. I love my dad a lot, but there is times he can be a horrible person, but I&#39;m very lucky because I know he is going to get me good presents for my birthday, and that is why I don&#39;t want to seem ungrateful, but also I don&#39;t want to have a party after he has said mean things to me because I will just sit there, not talking to him and feeling rubbish whilst coming across as happy and greatful that my family have come to see me, and I won&#39;t look happy because I&#39;ll be angry at my dad, and I hat acting like there is nothing wrong when there will be. It&#39;s just hard. I think mine and my dads realtipnahop is just getting worse, we fight a lot more now and we used to be really close. And now I backtalk more and try and prove points but he just shouts at me about it. Now it&#39;s 2 in the afternoon. In 24 hours my family will be coming round, if it hasn&#39;t been cancelled and I don&#39;t know what to do. I wish I could just be on holiday again in the pool or something.&#160;</p>",18.  PUNITIVENESS  (PU),3,False
3DWNFENNE3VGTGABCWX8BZ82V4QJ4X,"Hey guys      I hope you are well.       Cut a long story short, in recent years I have been terribly scared by haunting memories of a bully from high school.       During high school I said stupid things and made a full of myself to which he used against me. Over the years it resulted in him threatening me (Gangster) by saying he would destroy me and bring me ass down.       This happened because at one stage I had enough and retaliated by saying I would get my brother and his gang to sort him out (lie).       The thing I worry about now is with the power he may have through his organised crime family, that if I bumped into him again they could do something terrible to me.       Please how do I stop this fear? Thanks for your help",18.  PUNITIVENESS  (PU),1,False
3BAKUKE49HCGZ5W5XJNFFSNQT1AR1K,"Hi I have suffered from depression and anxiety for over 20 years and recently had to ask for help again so I go to the mental health team spend over an hour explaining everything feeling bad about myself and was then told that everything in the past is irrelevant and that my medication was irrelevant I'm feeling very upset by this point and worthless so I get angry and leave. Today I had a copy of the letter they sent to my doctor it said that I am not depressed nor do I suffer with anxiety and that in was hostile. As you can imagine I feel everything I've ever done is worthless and can't see any point in going on I feel empty and a fraud I self harm on a daily basis, what is the point of going when no  believes me ?",18.  PUNITIVENESS  (PU),2,False
38EHZ67RIMSM649GAUC10GXMP3UMGR,"<p>I&#39;m 26yrs old married for 4yrs and have a 3kids. </p><p>I&#39;m pinay I&#39;m having hard time to learn everything like English language, to do learning driving and other things. I&#39;m so tired staying at home and  take care my kids.</p><p>And I can&#39;t trust my husband because he been cheating on me and he  never been loyal to me since we have my first baby. And I&#39;m regret to my marriage I don&#39;t feel that this marriage get long last. I&#39;m so so tired for everything I feel so stupid.....</p><p>I sometimes blaming Jesus why he Doing this to me and give me unhappy life..? I&#39;m wishing that I&#39;m not gonna wake up anymore.</p>",18.  PUNITIVENESS  (PU),3,False
3SBNLSTU6U5JTRY8NT1N2XQYRFWDZP,"<p>So lately I have just been a usual person around my age just playing some games like overwatch and such, but im not here to complain about losing in a game, im here to complain about losing at my entire life. &#160;I feel every action I do is either wrong or will mess up something for someone else, online things that happen just start mixing up with real life building stress and annoying me. &#160;My only escape is video games which has starting to be doing the same thing, making me feel like im useless. &#160;For anyone who know what im talking about up next is that in team based games I feel like an anvil on the ship, and for no reason at all I get this feeling that in everything I do in game has some kind of disadvantage such as somehow taking more damage than the enemy is or I fall over easier than the enemy does. &#160;Basically real life and my only escape, video games, have both been really annoying me keeping me up at night constantly thinking of things. &#160;Back onto me feeling like I will fail at everything, I sometimes keep myself awake in bed for at least 2 hours straight with the thought in my head of how much I will fail when im a full adult, the amount of stress and responsibility just crushes me and makes me feel like im going to be homeless or dead in my future. &#160;I just really need some kind of help on this because I am terrible at responsibilities so when I think of having a job in the future I doubt I will have anything very good because my most recent year in school I barely made it out with passing grades (which made up of a ton of C&#39;s D&#39;s and a few F&#39;s) and now it&#39;s going to be my first year in high school soon, I know high school counts a lot to my future and what kind of college or job I could get which whenever I think of it I just think im going to fail at high school and then once again end up homeless or dead. I really need some kind of way of explaining why I feel like this and any way to make it better, also any people who come on to reply with something like &quot;Baby&quot; or &quot;Lol&quot; really go knock yourself out, have fun typing away trying to insult me but I am one of the rare few people in the world that don&#39;t get their emotions crushed by words. &#160;Anyway, to those who are willing to tell me something helpful about this please tell me something that could help me know how to make this better.</p>",18.  PUNITIVENESS  (PU),5,True
32204AGAABC0EQ85JXWO8BPQ8HVGHC,"I've been feeling like this for a while now,I do have my good moments but they don't last long...then boom I'm back to feeling like crap again,I've gone from being a people person to being a total recluse..I get moments of extreme sadness followed by an uncontrollable flow of tears then other times I can barely look at myself because I'm so ashamed of who I am then I get hateful and mad but it is all directed at me..I knock myself all of the time and I've done a pretty good job of convincing myself that I'm basically a worthless piece of sh*t, I do a pretty good job of hiding the way I feel to friends and family but I'm sure they've picked up on my short temper..I never used to be like this! I want to make a career for myself but the fear of being a failure puts a stop to it,I'm scared that I'm not the best mother,partner,daughter or friend...I just don't know what to think or do anymore.",18.  PUNITIVENESS  (PU),5,True
3HY86PZXPYIRQ1R0BD3FGLO7ECKE1U,"<p>Hi I am 36 years old and have been suffering from depression since the age of twelve,  I was the victim of sexual abuse as a child and my life has been a shambles ever since then I don&#39;t let people in and hurt the people who matter most to me. I am very reclusive from my family over the years as they don&#39;t know anything about my issues as a child, and I&#39;ve always been afraid that if I started talking to them then I wouldn&#39;t be able to stop so I kept my distance from them, I thought that my life was in a bad place then seven years ago I met the love of my life and we have a lovely daughter and got married three and half years ago, just when I thought I had my life on the right track disaster struck me once more as I went to visit my mum only to find her having a heart attack this was three years ago on the 5th of August, iad to perform cpr on her but, I can just remember the fear on her face the paramedics arrived after what seemed like an eternity and as I was outside the room I could her the machine say that there was no output I was devastated,  then out of the blue they said that they have a rhythm so we went to the hospital but sadly she passed away that evening so I had seen my mum pass away twice in one day I was gutted there was so many things that I should have said, simple things like that I loved her but I never took the time to tell her. After that I made myself a promise that I would always remember her as she was but that didn&#39;t last as my negativity would eventually take control. Just recently I completely forgot the anniversary of my mum&#39;s death, I was gutted I felt so low like I had let her down all over again and then to make matters worse I went to work the next day and did the most shameful and disgusting thing ever cause I was upset and hurting and angry with myself this cost me my job and any chance of happiness I had, as my relationship with my wife broke down as a result of not only this but I guess many years of pushing people away. I lost everything my house my wife and my daughter as I now have to work almost seven days a week juggling 2 jobs just to keep my head financially above water. I know that it&#39;s my fault but I just want the pain to stop I feel so low and ashamed of what I&#39;ve become struggling to get by on a daily basis. I&#39;m sorry for ranting on just could stop once I got started just don&#39;t know what to do next </p>",18.  PUNITIVENESS  (PU),5,True
31SIZS5W59F4G9GMIYDUGTVY1D2QRE,"<p>After my accident on Sept 11,th this year everything has change I feel like I&#39;m not my self I feel like everyone around me is pushing away I feel like every time I say something it&#39;s turns out it&#39;s stupid and it&#39;s all my fault that I say something and it p****d some one off and I start crying and I hate my self for it everyday I feel like I should just keep my mouth shut and I use to love cook I g not much much and all I want to do is nothing what&#39;s wrong with me i feel like the accident was my fault the tire blew out on the high way I went spinning and hit the side walls of the high way and I could have died the police said I was lucky cuz the last car that had the same type of accident they went over the high way and died so since then my mind has not been there at all </p>",18.  PUNITIVENESS  (PU),5,True
334ZEL5JX6FDWC3JIALVHY5U8E3OSS,"<p>Does any one else, ever feel really bad for enjoying something? You know like your not meant or allowed to have any kinda fun or connection with anyone.</p><p>Almost in tears when this happens ya know I don&#39;t get it I&#39;m not guilty of anything other than giving the brain a chance to not think how Isabella failed everything through sheer stubbornness</p><p>Isn&#39;t that always the way you should never under estimate how someone will treat you harder when you have them the rope to hang you with I guess ppl as a rule of thumb are cold calculated and so selfish I can&#39;t wait for the world to become truely compassionate to treat others how they want to be treated </p><p>It&#39;s a fight depression that&#39;s exactly what it is you against your own mind it sees you how it likes a failure,pathetic,and worthless you doubt yourself constantly I&#39;ve even started to read traits of different types I&#39;ve admitted plotting against those that hurt me in the ultimate revenge plot not to hurt them physically but how to break them their lifestyles when&#39;s enough enough? When&#39;s enough hurt done? It is definitely a fight and I&#39;m convinced I&#39;m losing my fight! </p>",18.  PUNITIVENESS  (PU),6,True
3VI0PC2ZAYKLSTPICKRIG6MMNT5OX0,"i just don't know the cause of the depression... i talk to my self most of the time... i feel alone, left out.. i feel like every one hates me and every one is leaving me alone, so i shouldn't be alive now, i have no purpose in life, why am i alive? i feel like jumping from the tall building to end this suffering... the voices in my head just don't stop... My head just don't stop thinking... i feel so tired still i am not getting enough sleep.. i am not able to eat properly... i feel lost... initially i thought dating is the main cause.. But now i don't know... i feel like i want to talk to some one... any one... i feel angry at times i hurt my self mainer times as i blame my self for the suffering... What ever happens i just blame my self... i feel tired now.. i am done... i just can't bear this any more...",18.  PUNITIVENESS  (PU),6,True
3MQKOF1EE2OFZWT3C6HG3TWGADSWDI,"I have wanted to leave my relationship for some time now but it all came to a head 2 weeks ago. My partner saw me and tried to initiate sex. I said I didn’t want to because I still had to put the kids to bed. I wasn’t interested. He pressed the issue and we had sex anyway. Of course one by one the kids came in as small children do. He stopped each time and threw a blanket over us and told the kids to get out. I was feeling humiliated. The third time we were interrupted I walked away and he got angry with our daughter because of it.    I scooped her up and took her to my bed. The next morning I asked if he thought his behaviour was respectful to anyone in the house that night. He said “well you were having sex with me too” I told him I was breaking up with him. That I didn’t love him. For 2 days he seemed to accept it and then went back to normal. I broke up with him again 2 days ago over the phone. We discussed dividing assets etc. and then he came home and said let’s find you a hobby, you aren’t coping at home with the kids. I don’t work, I look after our 3 kids (all under 5). The accountant has allocated part of his earnings to me so my tax returns looks like I have earned $200,000 a year so I am not entitled to any support from Centrelink. He won’t move out, or accept the breakup and I have no access to funds to leave. I find myself crying at the drop of a hat, not eating, drinking wine which I shouldn’t because I take medication for anxiety and hiding in my wardrobe or the laundry for 10 mins to get away from the noise. The situation feels like it will never get better and I wonder why I can’t cope when everyone else around me seems fine. All I want to do is fall apart but I know I can’t do that because my kids need me.",18.  PUNITIVENESS  (PU),5,True
378G7J1SJLYKR27381S09BE1APTWEB,"Last November, I was involved in a financial scam. I lost more than $25,000. Basically all the money I have. This person was introduced by an acquaintance. I think my acquaintance told this person a lot about me, so he quickly got my trust. Long story short, scammed all my money, I reported to local police, but money is forever lost and I am in debt. Need to pay off a loan to the bank. Basically, all the money I'm earning from my job now, is used to pay it off. Which means, I have no extra money for myself. I haven't been buying my own groceries, my wardrobe is extremely out-of-trend, and I'm back to having trust issues, especially when colleagues ask me to try dating sites to meet a potential husband.  I almost got into an argument with my dad yesterday morning. I was telling him that he shouldn't be going out so much because the air quality in our area is bad (fires burning, and smoke in the air). Then he goes off telling me, that I don't go out at all, for anything, but to work. I stopped myself from responding him, because I know I will just get frustrated and it will turn into some sort of argument. My thought process is, I don't have excess money to spend. So, there's no point in going out. It's not like I don't want to be out and about. But this is something I don't want to bring up again. This experience, was unfortunate, and I'm still angry at myself for being stupid and believing in what I'm being told. I guess I made things worse because I'm also the type of person who has trouble saying ""No"" when being asked to do something. Except this time, I paid a big price and it backfired.  I'm still quite saddened by this, and I can't share it with my family, so the only place I can think of, is here. Things like what my dad has said, triggers me. I was quite depressed during my shift at work, even asked my colleagues not to talk to me much. I actually felt emotional at work yesterday, I almost wanted to have a meltdown. I'm not quite back to normal yet today, I think it'll take a few days to calm my feelings. I'll try to act okay at work though, and just dwell on my own time. Reading over what I have written here now, is making me teary. My career changing goals and wanting to finish my Diploma, now all has to be postponed because I don't have the money for it.  Thank you for reading this far~",18.  PUNITIVENESS  (PU),5,True
3IWA71V4TIGV3NJECO5OZ60V2TB6XT,<p>I feel rude coming here as I&#39;ve never been officially diagonised with depression. I&#39;ve always been to scared to go inacse I feel like the doctor thinks I&#39;m wasting his time. I&#39;m good at hiding when I&#39;m sad I don&#39;t like people to know I hid it from my family my boyfriend my friends except one who has depression and she can see through it but I don&#39;t want to go to the doctors. </p><p></p><p>Recently I feel like everything is hard but I&#39;m the one that creates the problems. I&#39;ve had a lot of family issues in my life but what hurts me most is I let this bother me it&#39;s out of my control I should be able to step over this but I don&#39;t. I&#39;ve became distant from everyone I love my boyfriend but I&#39;ll never tell him how I feel because I think it shows weakness and I don&#39;t want him to see that. I don&#39;t like going out with my friends because I don&#39;t want to get drunk and tell them how I really feel and again its cause people see my as the laid back one the one that dosent let anything bother me but it&#39;s not the only reason I give that impression is because I&#39;m used to worse and the little things that bother them are nothing to me. But I drink a lot I distance myself and when I&#39;m sitting typing this out the obvious thing is to talk to people but it&#39;s never as easy as that is it. And I guess in coming here cause it&#39;s somwhere I can talk without people knowing who am I and even doing this makes me feel a bit better </p>,7.  VULNERABILITY TO HARM OR ILLNESS  (VH),6,True
